d_m	L_m	m_m	m_ogive	m_payload	m_equipement	m_cruise_res	m_cruise_prop	m_engine_housing	m_acc_res	m_acc_prop	m_nozzle	m_Tails	m_AirIntakes	m_Wings	L_ogive	L_payload	L_equipement	L_cruise_res	L_cruise_prop	L_engine_housing	L_acc_res	L_acc_prop	L_nozzle	L_AirIntakes	L_Tails	L_Wings	Impulsion spécifique	Masse volumique
0.26200	6.70321	712.15767	25	200	55	23.54221	83.46782	10	53.31847	137.10463	12	16	52.16100	44.56354	0.78600	1.23656	0.68011	1.72022	1.54820	0.13100	2.01832	1.41282	0.13100	3.86954	0.26200	0.78600	1403.80000	1000
0.26300	6.68229	713.72691	25	200	55	23.72226	84.10620	10	53.45005	137.44299	12	16	52.29225	44.71317	0.78900	1.22718	0.67495	1.72022	1.54820	0.13150	2.00794	1.40556	0.13150	3.85966	0.26300	0.78900	1403.80000	1000
0.26400	6.66164	715.30214	25	200	55	23.90300	84.74700	10	53.58214	137.78264	12	16	52.42400	44.86336	0.79200	1.21790	0.66984	1.72022	1.54820	0.13200	1.99768	1.39838	0.13200	3.84990	0.26400	0.79200	1403.80000	1000
0.26500	6.64128	716.88335	25	200	55	24.08443	85.39024	10	53.71472	138.12358	12	16	52.55625	45.01413	0.79500	1.20872	0.66480	1.72022	1.54820	0.13250	1.98754	1.39128	0.13250	3.84026	0.26500	0.79500	1403.80000	1000
0.26600	6.62119	718.47054	25	200	55	24.26654	86.03591	10	53.84781	138.46581	12	16	52.68900	45.16546	0.79800	1.19965	0.65981	1.72022	1.54820	0.13300	1.97751	1.38426	0.13300	3.83073	0.26600	0.79800	1403.80000	1000
0.26700	6.60137	720.06370	25	200	55	24.44934	86.68402	10	53.98141	138.80933	12	16	52.82225	45.31737	0.80100	1.19068	0.65488	1.72022	1.54820	0.13350	1.96759	1.37732	0.13350	3.82132	0.26700	0.80100	1403.80000	1000
0.26800	6.58182	721.66285	25	200	55	24.63282	87.33455	10	54.11550	139.15414	12	16	52.95600	45.46984	0.80400	1.18181	0.65000	1.72022	1.54820	0.13400	1.95779	1.37045	0.13400	3.81201	0.26800	0.80400	1403.80000	1000
0.26900	6.56253	723.26798	25	200	55	24.81699	87.98752	10	54.25009	139.50024	12	16	53.09025	45.62289	0.80700	1.17304	0.64517	1.72022	1.54820	0.13450	1.94809	1.36367	0.13450	3.80281	0.26900	0.80700	1403.80000	1000
0.27000	6.54350	724.87908	25	200	55	25.00185	88.64291	10	54.38519	139.84763	12	16	53.22500	45.77650	0.81000	1.16437	0.64040	1.72022	1.54820	0.13500	1.93851	1.35695	0.13500	3.79373	0.27000	0.81000	1403.80000	1000
0.27100	6.52472	726.49617	25	200	55	25.18739	89.30074	10	54.52079	140.19631	12	16	53.36025	45.93069	0.81300	1.15579	0.63569	1.72022	1.54820	0.13550	1.92902	1.35032	0.13550	3.78474	0.27100	0.81300	1403.80000	1000
0.27200	6.50620	728.11924	25	200	55	25.37362	89.96101	10	54.65689	140.54628	12	16	53.49600	46.08544	0.81600	1.14731	0.63102	1.72022	1.54820	0.13600	1.91965	1.34375	0.13600	3.77587	0.27200	0.81600	1403.80000	1000
0.27300	6.48792	729.74828	25	200	55	25.56053	90.62370	10	54.79349	140.89755	12	16	53.63225	46.24077	0.81900	1.13892	0.62641	1.72022	1.54820	0.13650	1.91037	1.33726	0.13650	3.76709	0.27300	0.81900	1403.80000	1000
0.27400	6.46988	731.38331	25	200	55	25.74813	91.28883	10	54.93059	141.25010	12	16	53.76900	46.39666	0.82200	1.13062	0.62184	1.72022	1.54820	0.13700	1.90120	1.33084	0.13700	3.75842	0.27400	0.82200	1403.80000	1000
0.27500	6.45209	733.02432	25	200	55	25.93642	91.95638	10	55.06820	141.60394	12	16	53.90625	46.55313	0.82500	1.12242	0.61733	1.72022	1.54820	0.13750	1.89212	1.32449	0.13750	3.74984	0.27500	0.82500	1403.80000	1000
0.27600	6.43453	734.67131	25	200	55	26.12539	92.62637	10	55.20631	141.95908	12	16	54.04400	46.71016	0.82800	1.11430	0.61286	1.72022	1.54820	0.13800	1.88315	1.31820	0.13800	3.74137	0.27600	0.82800	1403.80000	1000
0.27700	6.41720	736.32427	25	200	55	26.31504	93.29880	10	55.34492	142.31550	12	16	54.18225	46.86777	0.83100	1.10627	0.60845	1.72022	1.54820	0.13850	1.87427	1.31199	0.13850	3.73299	0.27700	0.83100	1403.80000	1000
0.27800	6.40011	737.98322	25	200	55	26.50539	93.97365	10	55.48403	142.67321	12	16	54.32100	47.02594	0.83400	1.09832	0.60408	1.72022	1.54820	0.13900	1.86549	1.30584	0.13900	3.72471	0.27800	0.83400	1403.80000	1000
0.27900	6.38324	739.64815	25	200	55	26.69642	94.65093	10	55.62364	143.03222	12	16	54.46025	47.18469	0.83700	1.09046	0.59975	1.72022	1.54820	0.13950	1.85680	1.29976	0.13950	3.71652	0.27900	0.83700	1403.80000	1000
0.28000	6.36659	741.31905	25	200	55	26.88813	95.33065	10	55.76376	143.39251	12	16	54.60000	47.34400	0.84000	1.08269	0.59548	1.72022	1.54820	0.14000	1.84820	1.29374	0.14000	3.70842	0.28000	0.84000	1403.80000	1000
0.28100	6.35016	742.99594	25	200	55	27.08053	96.01280	10	55.90437	143.75410	12	16	54.74025	47.50389	0.84300	1.07499	0.59125	1.72022	1.54820	0.14050	1.83970	1.28779	0.14050	3.70042	0.28100	0.84300	1403.80000	1000
0.28200	6.33395	744.67881	25	200	55	27.27362	96.69738	10	56.04549	144.11698	12	16	54.88100	47.66434	0.84600	1.06738	0.58706	1.72022	1.54820	0.14100	1.83129	1.28190	0.14100	3.69251	0.28200	0.84600	1403.80000	1000
0.28300	6.31796	746.36766	25	200	55	27.46739	97.38439	10	56.18711	144.48114	12	16	55.02225	47.82537	0.84900	1.05985	0.58292	1.72022	1.54820	0.14150	1.82296	1.27607	0.14150	3.68468	0.28300	0.84900	1403.80000	1000
0.28400	6.30217	748.06248	25	200	55	27.66185	98.07384	10	56.32923	144.84660	12	16	55.16400	47.98696	0.85200	1.05240	0.57882	1.72022	1.54820	0.14200	1.81473	1.27031	0.14200	3.67695	0.28400	0.85200	1403.80000	1000
0.28500	6.28660	749.76329	25	200	55	27.85700	98.76572	10	56.47186	145.21335	12	16	55.30625	48.14913	0.85500	1.04503	0.57477	1.72022	1.54820	0.14250	1.80658	1.26460	0.14250	3.66930	0.28500	0.85500	1403.80000	1000
0.28600	6.27122	751.47008	25	200	55	28.05283	99.46003	10	56.61498	145.58138	12	16	55.44900	48.31186	0.85800	1.03774	0.57075	1.72022	1.54820	0.14300	1.79851	1.25896	0.14300	3.66173	0.28600	0.85800	1403.80000	1000
0.28700	6.25605	753.18285	25	200	55	28.24934	100.15677	10	56.75861	145.95071	12	16	55.59225	48.47517	0.86100	1.03052	0.56678	1.72022	1.54820	0.14350	1.79053	1.25337	0.14350	3.65425	0.28700	0.86100	1403.80000	1000
0.28800	6.24108	754.90160	25	200	55	28.44655	100.85594	10	56.90274	146.32133	12	16	55.73600	48.63904	0.86400	1.02337	0.56286	1.72022	1.54820	0.14400	1.78263	1.24784	0.14400	3.64685	0.28800	0.86400	1403.80000	1000
0.28900	6.22631	756.62632	25	200	55	28.64444	101.55754	10	57.04737	146.69324	12	16	55.88025	48.80349	0.86700	1.01630	0.55897	1.72022	1.54820	0.14450	1.77482	1.24237	0.14450	3.63954	0.28900	0.86700	1403.80000	1000
0.29000	6.21173	758.35703	25	200	55	28.84301	102.26158	10	57.19250	147.06644	12	16	56.02500	48.96850	0.87000	1.00931	0.55512	1.72022	1.54820	0.14500	1.76708	1.23696	0.14500	3.63230	0.29000	0.87000	1403.80000	1000
0.29100	6.19734	760.09372	25	200	55	29.04227	102.96805	10	57.33814	147.44093	12	16	56.17025	49.13409	0.87300	1.00238	0.55131	1.72022	1.54820	0.14550	1.75943	1.23160	0.14550	3.62515	0.29100	0.87300	1403.80000	1000
0.29200	6.18314	761.83639	25	200	55	29.24222	103.67695	10	57.48428	147.81671	12	16	56.31600	49.30024	0.87600	0.99553	0.54754	1.72022	1.54820	0.14600	1.75185	1.22630	0.14600	3.61807	0.29200	0.87600	1403.80000	1000
0.29300	6.16913	763.58504	25	200	55	29.44285	104.38828	10	57.63091	148.19378	12	16	56.46225	49.46697	0.87900	0.98874	0.54381	1.72022	1.54820	0.14650	1.74435	1.22105	0.14650	3.61107	0.29300	0.87900	1403.80000	1000
0.29400	6.15529	765.33967	25	200	55	29.64417	105.10204	10	57.77806	148.57214	12	16	56.60900	49.63426	0.88200	0.98203	0.54012	1.72022	1.54820	0.14700	1.73693	1.21585	0.14700	3.60415	0.29400	0.88200	1403.80000	1000
0.29500	6.14165	767.10028	25	200	55	29.84617	105.81824	10	57.92570	148.95179	12	16	56.75625	49.80213	0.88500	0.97538	0.53646	1.72022	1.54820	0.14750	1.72958	1.21071	0.14750	3.59730	0.29500	0.88500	1403.80000	1000
0.29600	6.12817	768.86687	25	200	55	30.04886	106.53687	10	58.07384	149.33274	12	16	56.90400	49.97056	0.88800	0.96880	0.53284	1.72022	1.54820	0.14800	1.72231	1.20562	0.14800	3.59053	0.29600	0.88800	1403.80000	1000
0.29700	6.11488	770.63944	25	200	55	30.25224	107.25793	10	58.22249	149.71497	12	16	57.05225	50.13957	0.89100	0.96229	0.52926	1.72022	1.54820	0.14850	1.71511	1.20058	0.14850	3.58383	0.29700	0.89100	1403.80000	1000
0.29800	6.10176	772.41798	25	200	55	30.45630	107.98142	10	58.37164	150.09849	12	16	57.20100	50.30914	0.89400	0.95584	0.52571	1.72022	1.54820	0.14900	1.70798	1.19559	0.14900	3.57720	0.29800	0.89400	1403.80000	1000
0.29900	6.08881	774.20251	25	200	55	30.66105	108.70734	10	58.52129	150.48331	12	16	57.35025	50.47929	0.89700	0.94946	0.52220	1.72022	1.54820	0.14950	1.70093	1.19065	0.14950	3.57065	0.29900	0.89700	1403.80000	1000
0.30000	6.07603	775.99302	25	200	55	30.86648	109.43570	10	58.67144	150.86941	12	16	57.50000	50.65000	0.90000	0.94314	0.51873	1.72022	1.54820	0.15000	1.69394	1.18576	0.15000	3.56416	0.30000	0.90000	1403.80000	1000
0.30100	6.06342	777.78951	25	200	55	31.07260	110.16648	10	58.82209	151.25681	12	16	57.65025	50.82129	0.90300	0.93688	0.51529	1.72022	1.54820	0.15050	1.68702	1.18092	0.15050	3.55775	0.30100	0.90300	1403.80000	1000
0.30200	6.05097	779.59198	25	200	55	31.27940	110.89970	10	58.97325	151.64549	12	16	57.80100	50.99314	0.90600	0.93069	0.51188	1.72022	1.54820	0.15100	1.68018	1.17612	0.15100	3.55140	0.30200	0.90600	1403.80000	1000
