d_m	L_m	m_m	m_ogive	m_payload	m_equipement	m_cruise_res	m_cruise_prop	m_engine_housing	m_acc_res	m_acc_prop	m_nozzle	m_Tails	m_AirIntakes	m_Wings	L_ogive	L_payload	L_equipement	L_cruise_res	L_cruise_prop	L_engine_housing	L_acc_res	L_acc_prop	L_nozzle	L_AirIntakes	L_Tails	L_Wings	Impulsion spécifique	Masse volumique
0.27900	6.31598	734.45387	25	200	55	25.84439	91.63010	10	55.25364	142.08080	12	16	54.46025	47.18469	0.83700	1.09046	0.59975	1.66532	1.49879	0.13950	1.84445	1.29111	0.13950	3.64927	0.27900	0.83700	1450.08000	800
0.28000	6.29934	736.08748	25	200	55	26.02998	92.28813	10	55.39110	142.43426	12	16	54.60000	47.34400	0.84000	1.08269	0.59548	1.66532	1.49879	0.14000	1.83585	1.28510	0.14000	3.64117	0.28000	0.84000	1450.08000	800
0.28100	6.28291	737.72693	25	200	55	26.21625	92.94851	10	55.52905	142.78899	12	16	54.74025	47.50389	0.84300	1.07499	0.59125	1.66532	1.49879	0.14050	1.82735	1.27914	0.14050	3.63317	0.28100	0.84300	1450.08000	800
0.28200	6.26670	739.37223	25	200	55	26.40317	93.61124	10	55.66750	143.14499	12	16	54.88100	47.66434	0.84600	1.06738	0.58706	1.66532	1.49879	0.14100	1.81894	1.27326	0.14100	3.62526	0.28200	0.84600	1450.08000	800
0.28300	6.25070	741.02338	25	200	55	26.59076	94.27633	10	55.80643	143.50225	12	16	55.02225	47.82537	0.84900	1.05985	0.58292	1.66532	1.49879	0.14150	1.81061	1.26743	0.14150	3.61743	0.28300	0.84900	1450.08000	800
0.28400	6.23492	742.68038	25	200	55	26.77901	94.94377	10	55.94586	143.86078	12	16	55.16400	47.98696	0.85200	1.05240	0.57882	1.66532	1.49879	0.14200	1.80238	1.26166	0.14200	3.60969	0.28400	0.85200	1450.08000	800
0.28500	6.21934	744.34322	25	200	55	26.96793	95.61356	10	56.08578	144.22058	12	16	55.30625	48.14913	0.85500	1.04503	0.57477	1.66532	1.49879	0.14250	1.79423	1.25596	0.14250	3.60204	0.28500	0.85500	1450.08000	800
0.28600	6.20397	746.01191	25	200	55	27.15751	96.28571	10	56.22619	144.58164	12	16	55.44900	48.31186	0.85800	1.03774	0.57075	1.66532	1.49879	0.14300	1.78616	1.25031	0.14300	3.59448	0.28600	0.85800	1450.08000	800
0.28700	6.18880	747.68644	25	200	55	27.34775	96.96021	10	56.36710	144.94396	12	16	55.59225	48.47517	0.86100	1.03052	0.56678	1.66532	1.49879	0.14350	1.77818	1.24473	0.14350	3.58700	0.28700	0.86100	1450.08000	800
0.28800	6.17383	749.36683	25	200	55	27.53866	97.63707	10	56.50849	145.30756	12	16	55.73600	48.63904	0.86400	1.02337	0.56286	1.66532	1.49879	0.14400	1.77028	1.23920	0.14400	3.57960	0.28800	0.86400	1450.08000	800
0.28900	6.15906	751.05305	25	200	55	27.73023	98.31629	10	56.65038	145.67242	12	16	55.88025	48.80349	0.86700	1.01630	0.55897	1.66532	1.49879	0.14450	1.76247	1.23373	0.14450	3.57229	0.28900	0.86700	1450.08000	800
0.29000	6.14448	752.74513	25	200	55	27.92247	98.99785	10	56.79277	146.03854	12	16	56.02500	48.96850	0.87000	1.00931	0.55512	1.66532	1.49879	0.14500	1.75473	1.22831	0.14500	3.56505	0.29000	0.87000	1450.08000	800
0.29100	6.13009	754.44305	25	200	55	28.11537	99.68177	10	56.93564	146.40593	12	16	56.17025	49.13409	0.87300	1.00238	0.55131	1.66532	1.49879	0.14550	1.74708	1.22295	0.14550	3.55790	0.29100	0.87300	1450.08000	800
0.29200	6.11589	756.14682	25	200	55	28.30894	100.36805	10	57.07901	146.77459	12	16	56.31600	49.30024	0.87600	0.99553	0.54754	1.66532	1.49879	0.14600	1.73950	1.21765	0.14600	3.55082	0.29200	0.87600	1450.08000	800
0.29300	6.10187	757.85644	25	200	55	28.50317	101.05668	10	57.22287	147.14451	12	16	56.46225	49.46697	0.87900	0.98874	0.54381	1.66532	1.49879	0.14650	1.73200	1.21240	0.14650	3.54382	0.29300	0.87900	1450.08000	800
0.29400	6.08804	759.57190	25	200	55	28.69806	101.74766	10	57.36722	147.51570	12	16	56.60900	49.63426	0.88200	0.98203	0.54012	1.66532	1.49879	0.14700	1.72458	1.20721	0.14700	3.53690	0.29400	0.88200	1450.08000	800
0.29500	6.07439	761.29321	25	200	55	28.89362	102.44100	10	57.51206	147.88816	12	16	56.75625	49.80213	0.88500	0.97538	0.53646	1.66532	1.49879	0.14750	1.71723	1.20206	0.14750	3.53005	0.29500	0.88500	1450.08000	800
0.29600	6.06092	763.02036	25	200	55	29.08984	103.13669	10	57.65740	148.26188	12	16	56.90400	49.97056	0.88800	0.96880	0.53284	1.66532	1.49879	0.14800	1.70996	1.19697	0.14800	3.52328	0.29600	0.88800	1450.08000	800
0.29700	6.04763	764.75336	25	200	55	29.28672	103.83474	10	57.80323	148.63687	12	16	57.05225	50.13957	0.89100	0.96229	0.52926	1.66532	1.49879	0.14850	1.70276	1.19193	0.14850	3.51658	0.29700	0.89100	1450.08000	800
0.29800	6.03451	766.49221	25	200	55	29.48427	104.53514	10	57.94955	149.01312	12	16	57.20100	50.30914	0.89400	0.95584	0.52571	1.66532	1.49879	0.14900	1.69563	1.18694	0.14900	3.50995	0.29800	0.89400	1450.08000	800
0.29900	6.02156	768.23691	25	200	55	29.68248	105.23789	10	58.09636	149.39064	12	16	57.35025	50.47929	0.89700	0.94946	0.52220	1.66532	1.49879	0.14950	1.68858	1.18200	0.14950	3.50339	0.29900	0.89700	1450.08000	800
0.30000	6.00878	769.98745	25	200	55	29.88136	105.94300	10	58.24366	149.76942	12	16	57.50000	50.65000	0.90000	0.94314	0.51873	1.66532	1.49879	0.15000	1.68159	1.17711	0.15000	3.49691	0.30000	0.90000	1450.08000	800
0.30100	5.99616	771.74384	25	200	55	30.08090	106.65047	10	58.39146	150.14948	12	16	57.65025	50.82129	0.90300	0.93688	0.51529	1.66532	1.49879	0.15050	1.67467	1.17227	0.15050	3.49049	0.30100	0.90300	1450.08000	800
0.30200	5.98372	773.50608	25	200	55	30.28111	107.36029	10	58.53975	150.53079	12	16	57.80100	50.99314	0.90600	0.93069	0.51188	1.66532	1.49879	0.15100	1.66783	1.16748	0.15100	3.48415	0.30200	0.90600	1450.08000	800
0.30300	5.97143	775.27416	25	200	55	30.48198	108.07246	10	58.68854	150.91338	12	16	57.95225	51.16557	0.90900	0.92456	0.50851	1.66532	1.49879	0.15150	1.66105	1.16273	0.15150	3.47787	0.30300	0.90900	1450.08000	800
0.30400	5.95930	777.04809	25	200	55	30.68351	108.78699	10	58.83781	151.29723	12	16	58.10400	51.33856	0.91200	0.91848	0.50517	1.66532	1.49879	0.15200	1.65433	1.15803	0.15200	3.47165	0.30400	0.91200	1450.08000	800
