d_m	L_m	m_m	m_ogive	m_payload	m_equipement	m_cruise_res	m_cruise_prop	m_engine_housing	m_acc_res	m_acc_prop	m_nozzle	m_Tails	m_AirIntakes	m_Wings	L_ogive	L_payload	L_equipement	L_cruise_res	L_cruise_prop	L_engine_housing	L_acc_res	L_acc_prop	L_nozzle	L_AirIntakes	L_Tails	L_Wings	Impulsion spécifique	Masse volumique
0.54700	6.04608	1619.03073	25	200	55	138.31768	490.39906	10	126.62641	325.61077	12	16	109.80225	110.27457	1.64100	0.28369	0.15603	2.31869	2.08682	0.27350	1.09967	0.76977	0.27350	3.69186	0.54700	1.64100	1041.47000	1600
0.54800	6.04734	1623.10066	25	200	55	138.82388	492.19374	10	126.95771	326.46269	12	16	110.07600	110.58664	1.64400	0.28266	0.15546	2.31869	2.08682	0.27400	1.09853	0.76897	0.27400	3.69122	0.54800	1.64400	1041.47000	1600
0.54900	6.04860	1627.17803	25	200	55	139.33100	493.99171	10	127.28962	327.31617	12	16	110.35025	110.89929	1.64700	0.28163	0.15489	2.31869	2.08682	0.27450	1.09739	0.76818	0.27450	3.69058	0.54900	1.64700	1041.47000	1600
0.55000	6.04989	1631.26283	25	200	55	139.83904	495.79296	10	127.62213	328.17120	12	16	110.62500	111.21250	1.65000	0.28060	0.15433	2.31869	2.08682	0.27500	1.09626	0.76738	0.27500	3.68995	0.55000	1.65000	1041.47000	1600
0.55100	6.05119	1635.35507	25	200	55	140.34801	497.59748	10	127.95525	329.02779	12	16	110.90025	111.52629	1.65300	0.27959	0.15377	2.31869	2.08682	0.27550	1.09514	0.76660	0.27550	3.68933	0.55100	1.65300	1041.47000	1600
0.55200	6.05250	1639.45474	25	200	55	140.85790	499.40528	10	128.28898	329.88594	12	16	111.17600	111.84064	1.65600	0.27857	0.15322	2.31869	2.08682	0.27600	1.09402	0.76581	0.27600	3.68871	0.55200	1.65600	1041.47000	1600
0.55300	6.05383	1643.56184	25	200	55	141.36872	501.21636	10	128.62331	330.74565	12	16	111.45225	112.15557	1.65900	0.27757	0.15266	2.31869	2.08682	0.27650	1.09291	0.76504	0.27650	3.68810	0.55300	1.65900	1041.47000	1600
0.55400	6.05517	1647.67638	25	200	55	141.88046	503.03071	10	128.95824	331.60691	12	16	111.72900	112.47106	1.66200	0.27657	0.15211	2.31869	2.08682	0.27700	1.09180	0.76426	0.27700	3.68749	0.55400	1.66200	1041.47000	1600
0.55500	6.05652	1651.79835	25	200	55	142.39312	504.84835	10	129.29378	332.46973	12	16	112.00625	112.78713	1.66500	0.27557	0.15156	2.31869	2.08682	0.27750	1.09070	0.76349	0.27750	3.68689	0.55500	1.66500	1041.47000	1600
0.55600	6.05790	1655.92776	25	200	55	142.90671	506.66926	10	129.62993	333.33410	12	16	112.28400	113.10376	1.66800	0.27458	0.15102	2.31869	2.08682	0.27800	1.08961	0.76272	0.27800	3.68630	0.55600	1.66800	1041.47000	1600
